Día;dia/semana;Línea de servicio;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00
12/01/2024;viernes;LINEA 1;2486;6254;8320;7626;5016;4508;3852;3838;3858;3828;4651;5270;7057;8274;5869;4077;2737;2301;1376
12/01/2024;viernes;LINEA 2;155;732;913;932;828;839;844;961;935;973;1145;1381;1785;1952;1534;1083;588;433;214
13/01/2024;sábado;LINEA 1;1943;4456;5283;5634;4295;3833;3769;4262;5096;5316;5294;4630;4206;3680;3812;3450;2594;2366;1321
13/01/2024;sábado;LINEA 2;128;548;593;748;627;670;784;913;1179;1180;1100;1038;891;904;933;799;525;399;172
14/01/2024;domingo;LINEA 1;460;1605;1666;1750;1721;2032;2348;2159;2181;2478;2586;2267;2577;2225;2611;2226;2297;1819;265
14/01/2024;domingo;LINEA 2;16;185;200;257;188;359;473;369;467;512;424;339;380;451;469;456;318;185;26
15/01/2024;lunes;LINEA 1;2740;7016;9597;8356;5475;4759;4142;4012;4316;4262;4960;5342;7030;9168;6881;4408;2798;2030;1270
15/01/2024;lunes;LINEA 2;164;774;929;1028;896;913;1034;1007;1050;1004;1171;1436;1874;2150;1848;1212;784;378;176
16/01/2024;martes;LINEA 1;2679;7317;9835;8722;5840;5041;4475;4225;4453;4376;4979;5391;7630;9552;7144;4416;2861;2239;1280
16/01/2024;martes;LINEA 2;148;843;1007;1035;910;919;968;1060;1042;1042;1191;1425;1775;2117;1797;1273;784;397;158
17/01/2024;miércoles;LINEA 1;2690;7240;9675;8676;5522;4785;4116;3940;4388;4256;4925;5517;7568;9535;7279;4320;2903;2233;1360
17/01/2024;miércoles;LINEA 2;139;861;979;987;866;977;896;1011;958;1015;1174;1411;1919;2154;1806;1185;787;424;170
18/01/2024;jueves;LINEA 1;2788;7410;9782;8731;5723;5022;4330;4047;4416;4488;5066;5361;7619;9455;7239;4436;2900;2302;1371
18/01/2024;jueves;LINEA 2;182;867;1085;1017;924;875;921;1060;1031;1019;1167;1371;1783;2089;1869;1166;745;440;158
19/01/2024;viernes;LINEA 1;2725;7174;9747;8682;5667;4763;4285;4044;4188;4550;5220;6189;7801;8792;6865;4613;3123;2504;1493
19/01/2024;viernes;LINEA 2;157;835;1024;1009;836;861;925;1023;1050;997;1271;1433;1951;1978;1749;1202;699;513;231
20/01/2024;sábado;LINEA 1;2052;4640;5726;6207;4646;4111;4027;4424;5746;6084;5364;4933;4448;4133;3973;3236;2536;2204;1258
20/01/2024;sábado;LINEA 2;116;510;556;728;647;708;845;1011;1336;1338;1199;1108;1083;976;973;816;520;435;174
21/01/2024;domingo;LINEA 1;503;1614;1865;1924;1894;2230;2514;2368;2402;2608;2759;2548;2621;2598;2791;2287;2285;1630;212
21/01/2024;domingo;LINEA 2;11;194;194;258;207;363;520;459;481;492;522;398;421;476;451;464;261;210;28
22/01/2024;lunes;LINEA 1;2890;7693;9808;8977;5748;4992;3831;4063;4581;4412;4920;5461;7693;9773;7231;4254;2795;2165;1203
22/01/2024;lunes;LINEA 2;188;817;1021;1088;893;930;980;1081;1151;1017;1234;1434;1825;2172;1816;1109;783;418;149
23/01/2024;martes;LINEA 1;2953;7799;10198;9121;5851;4994;4220;4320;4653;4477;5019;5428;7853;9988;7582;4566;2928;2177;1245
23/01/2024;martes;LINEA 2;173;859;1049;1103;879;943;997;1098;1096;1086;1147;1371;1905;2029;1964;1209;920;509;195
24/01/2024;miércoles;LINEA 1;2807;7870;10292;9101;5959;5030;4196;4399;4786;4335;4951;5476;7815;10299;7580;4569;2945;2425;1285
24/01/2024;miércoles;LINEA 2;172;896;1074;1046;816;878;882;1037;1104;1003;1123;1379;1768;2107;1778;1178;832;480;195
25/01/2024;jueves;LINEA 1;2900;7818;10227;9116;5957;4905;4210;4216;4833;4396;5032;5413;7934;10493;7274;4455;3114;2442;1304
25/01/2024;jueves;LINEA 2;186;903;1086;978;842;878;935;982;1040;936;1065;1353;1872;2154;1788;1114;881;449;175
26/01/2024;viernes;LINEA 1;2849;7877;10158;8897;5833;5008;4330;4303;4656;4523;5451;6104;8119;9565;6995;4511;3106;2481;1545
26/01/2024;viernes;LINEA 2;170;885;1055;996;900;970;975;1048;1164;927;1284;1496;1932;1958;1684;1081;696;506;231
27/01/2024;sábado;LINEA 1;2212;4854;5984;6349;4719;4410;3980;4599;5936;5073;5321;4797;4513;4168;3904;3220;2393;2106;1190
27/01/2024;sábado;LINEA 2;133;573;658;834;690;762;826;999;1446;1060;507;1069;1057;1009;948;778;534;443;193
28/01/2024;domingo;LINEA 1;513;1623;1858;1940;1831;2173;2520;2337;2347;2489;2664;2567;2604;2678;2606;2379;2261;1622;177
28/01/2024;domingo;LINEA 2;12;193;207;270;247;325;563;381;532;553;476;387;397;404;415;445;287;228;30
29/01/2024;lunes;LINEA 1;2962;8128;10225;8922;5746;4964;4078;4409;4874;4505;5104;5353;7878;9949;7372;4242;2890;2159;1211
29/01/2024;lunes;LINEA 2;159;923;1000;1073;899;930;992;1073;1166;1054;1237;1494;1909;2091;1912;1033;671;421;168
30/01/2024;martes;LINEA 1;2954;8132;10380;9398;6027;4714;4082;4374;4682;4499;5138;5640;7994;10244;7677;4710;3136;2318;1368
30/01/2024;martes;LINEA 2;183;886;1070;1095;927;959;960;1045;1087;972;1184;1447;1860;2212;1994;1222;880;530;164
31/01/2024;miércoles;LINEA 1;2899;8048;10437;9618;6121;4957;4310;4496;5092;4776;5307;5728;8018;10303;7556;4884;3163;2492;1449
31/01/2024;miércoles;LINEA 2;177;862;1086;1085;898;996;993;1082;1040;1089;1265;1551;1919;2197;1875;1236;777;488;227
01/02/2024;jueves;LINEA 1;2909;8000;10505;9167;6073;5137;4317;4333;4832;4560;5205;5613;8417;10215;7414;4682;3186;2465;1327
01/02/2024;jueves;LINEA 2;197;891;1077;1012;959;913;937;1068;1113;1095;1253;1431;1884;2089;1784;1122;767;479;192
02/02/2024;viernes;LINEA 1;2947;7877;10206;8928;5967;5000;4418;4546;4851;4801;5772;6402;8961;9546;7011;4826;3144;2746;1543
02/02/2024;viernes;LINEA 2;182;893;1023;1058;916;922;1044;1046;1054;1120;1476;1495;2041;2008;1811;1154;682;554;198
03/02/2024;sábado;LINEA 1;2099;4842;6003;6537;5086;4402;4298;4718;6486;6533;5983;5429;4085;4235;3966;3422;2620;2318;1308
03/02/2024;sábado;LINEA 2;138;575;631;785;643;718;857;1127;1416;1388;1209;1239;1080;1040;1012;856;606;480;222
04/02/2024;domingo;LINEA 1;488;1663;1760;1963;1856;2339;2470;2468;2585;2657;2799;2765;2806;2801;2810;2355;2165;1728;231
04/02/2024;domingo;LINEA 2;7;184;201;240;226;357;447;399;506;629;501;464;448;474;476;479;322;204;13
05/02/2024;lunes;LINEA 1;2989;8692;10482;9700;5714;5548;4629;5004;5316;5127;5630;6024;8286;10417;7728;4937;3203;2371;1345
05/02/2024;lunes;LINEA 2;203;882;1084;1128;940;1045;1091;1212;1273;1086;1263;1665;2004;2270;1941;1205;778;485;189
06/02/2024;martes;LINEA 1;3072;9188;10997;10235;6199;5727;4489;5150;5164;5214;5548;6223;8732;11363;7706;4976;3491;2645;1278
06/02/2024;martes;LINEA 2;222;973;1121;1165;955;1001;1085;1153;1243;1124;1180;1527;2054;2130;1846;1272;927;494;220
07/02/2024;miércoles;LINEA 1;3013;9028;10781;10386;6124;5592;4559;5226;5168;5040;5502;6180;8682;11242;7761;4826;3537;2705;1380
07/02/2024;miércoles;LINEA 2;212;925;1066;1141;951;925;1012;1125;1221;1083;1220;1527;1888;2138;1852;1208;882;542;215
08/02/2024;jueves;LINEA 1;3064;9113;10603;10153;6210;5469;4507;4238;4189;4513;5263;5799;7957;9942;7756;4810;3501;2680;1347
08/02/2024;jueves;LINEA 2;225;936;1007;1190;858;983;960;1042;1102;1033;1184;1385;1859;1952;1827;1274;912;501;209
09/02/2024;viernes;LINEA 1;2991;8767;10643;9746;6043;5510;4679;5153;5256;5160;5853;6606;8747;10474;7380;4905;3676;2801;1634
09/02/2024;viernes;LINEA 2;197;932;1062;1136;926;923;1033;1176;1264;1015;1330;1571;2020;2069;1687;1242;817;624;297
10/02/2024;sábado;LINEA 1;2218;5039;6109;6938;4904;4404;4138;4817;6315;6443;5616;5162;4641;4200;4088;3511;2659;2293;1324
10/02/2024;sábado;LINEA 2;148;591;683;811;728;710;867;1066;1527;1380;1205;1130;1110;1016;969;782;513;475;238
11/02/2024;domingo;LINEA 1;497;1546;1818;2038;1922;2297;2598;2591;2582;2721;2819;2585;2734;2895;2888;2434;2359;1782;229
11/02/2024;domingo;LINEA 2;15;217;218;284;232;358;543;494;490;557;484;350;472;446;424;482;292;173;19
12/02/2024;lunes;LINEA 1;3025;8973;10611;9823;6085;5439;4483;4932;5153;4974;5395;6092;8376;10859;7400;4527;3332;2452;1279
12/02/2024;lunes;LINEA 2;199;894;1032;1097;991;1018;1045;1169;1220;1059;1258;1521;2012;2232;1812;1136;801;522;185
13/02/2024;martes;LINEA 1;3087;9344;11172;10209;6519;5720;4516;4705;4912;5108;5479;6141;8517;10862;7877;4969;3443;2615;1302
13/02/2024;martes;LINEA 2;228;977;1133;1150;954;984;1061;1139;1191;1130;1225;1439;1979;2083;1845;1218;955;529;194
14/02/2024;miércoles;LINEA 1;3055;9275;10720;10267;6226;5425;4393;5171;5024;5075;5571;6021;8892;11152;7944;5064;3600;2836;1487
14/02/2024;miércoles;LINEA 2;191;975;1086;1139;924;997;1033;1089;1197;1057;1122;1461;1938;2089;1830;1268;930;590;210
15/02/2024;jueves;LINEA 1;3044;9436;10825;9960;6178;5625;4348;5007;5127;4961;5376;6112;8435;10556;7915;5146;3708;3003;1438
15/02/2024;jueves;LINEA 2;213;946;1081;1121;872;927;1019;1093;1128;1001;1219;1444;1924;2004;1776;1196;966;546;208
16/02/2024;viernes;LINEA 1;2835;8764;10549;9746;6177;5774;4763;4988;5416;5101;5820;6697;8765;10291;7573;5207;3725;2666;1983
16/02/2024;viernes;LINEA 2;208;899;1021;1176;865;985;1056;1176;1207;1168;1272;1562;2042;2068;1878;1319;895;583;296
17/02/2024;sábado;LINEA 1;2306;5049;6040;7124;5006;4586;4389;4973;6489;6521;5907;5421;4968;4397;3996;3549;2938;2428;1325
17/02/2024;sábado;LINEA 2;140;536;666;766;724;791;824;1094;1435;1438;1225;1211;1168;1091;1073;855;610;431;195
18/02/2024;domingo;LINEA 1;479;1829;1884;2067;2035;2458;2745;2583;2663;2736;2820;2589;2697;2896;3134;2567;2171;1620;261
18/02/2024;domingo;LINEA 2;10;191;232;307;219;361;495;424;553;519;473;364;526;471;507;505;317;196;26
19/02/2024;lunes;LINEA 1;3011;8943;10606;9839;6248;5538;4571;5031;5349;5066;5441;6070;8261;10769;7703;4791;3385;2479;1242
19/02/2024;lunes;LINEA 2;192;939;1028;1134;905;997;1084;1160;1224;1042;1230;1529;2004;2163;1913;1262;844;535;192
20/02/2024;martes;LINEA 1;3071;9480;11057;10344;6493;5685;4433;5127;5203;5077;5403;5935;8661;11512;7821;5050;3770;2754;1328
20/02/2024;martes;LINEA 2;199;949;1105;1141;902;974;1042;1134;1282;1066;1251;1517;2041;2254;1868;1224;998;589;212
21/02/2024;miércoles;LINEA 1;2967;9217;10839;10083;6939;5565;4425;4935;5124;5020;5291;6102;8675;11077;7820;4974;3559;2755;1439
21/02/2024;miércoles;LINEA 2;203;924;1091;1171;918;1031;1024;1159;1311;1095;1075;1479;2052;2147;1931;1243;990;598;212
22/02/2024;jueves;LINEA 1;3068;9219;11082;10103;6172;5648;4502;4786;5105;5029;5399;5997;8635;10975;7931;4883;3140;2543;1075
22/02/2024;jueves;LINEA 2;211;968;1018;1161;981;1000;1049;1124;1209;990;1215;1405;1940;2168;1798;1211;892;485;196
23/02/2024;viernes;LINEA 1;2933;8904;10579;10000;6046;5465;4437;4831;5127;5027;5786;6567;8922;9933;7539;4859;3692;3090;1840
23/02/2024;viernes;LINEA 2;211;884;1103;1136;900;1001;1096;1118;1132;1004;1245;1563;1965;2155;1735;1224;891;702;283
24/02/2024;sábado;LINEA 1;2176;5155;6339;7034;5007;4464;4099;4761;6523;6567;5942;5067;4824;4325;4100;3404;2886;2047;986
24/02/2024;sábado;LINEA 2;129;596;700;804;686;719;828;985;1490;1426;1210;1183;1179;1157;1068;793;584;504;215
25/02/2024;domingo;LINEA 1;487;1606;1998;2064;1962;2318;2663;2401;2493;2576;2758;2468;2582;2827;2792;2410;2138;1656;225
25/02/2024;domingo;LINEA 2;17;187;217;291;224;369;532;369;534;633;514;442;442;470;468;472;332;245;24
26/02/2024;lunes;LINEA 1;3097;8942;10815;9657;6074;5531;4409;4920;5020;5090;5397;5966;7961;9146;4973;3662;2429;1798;817
26/02/2024;lunes;LINEA 2;190;932;1077;1152;1007;977;1069;1055;1214;1155;1274;1527;1936;1822;1490;1165;735;365;180
27/02/2024;martes;LINEA 1;3025;9447;11026;10063;6211;5505;4335;5135;5155;4969;5255;5939;8995;11092;7589;4780;3679;2958;1521
27/02/2024;martes;LINEA 2;196;1000;1101;1172;924;987;1067;1144;1241;1115;1214;1498;2067;2192;1802;1199;1011;562;247
28/02/2024;miércoles;LINEA 1;2956;9070;10661;10536;6285;5502;4416;4881;5294;4728;5250;5926;8562;9609;8025;4814;3638;2813;1482
28/02/2024;miércoles;LINEA 2;198;856;1111;1164;911;922;1007;1089;1192;1042;1189;1376;1926;1866;1892;1252;935;601;190
29/02/2024;jueves;LINEA 1;3087;9379;11209;9882;6374;5656;4671;5090;5244;5161;5386;6241;8611;10776;8052;5295;3822;2904;1782
29/02/2024;jueves;LINEA 2;220;961;1070;1166;943;1041;1085;1231;1252;1102;1208;1516;1984;2046;1891;1303;1046;635;241
01/03/2024;viernes;LINEA 1;2971;8713;10786;9789;6387;5609;4650;5209;5275;5134;5816;6597;8882;10192;7567;4995;3639;2824;1711
01/03/2024;viernes;LINEA 2;185;909;1130;1189;888;1009;1112;1185;1222;1150;1324;1666;1898;2098;1843;1313;859;664;321
02/03/2024;sábado;LINEA 1;2081;5084;6129;7249;5069;4739;4339;4977;6441;6585;6156;5423;5115;4718;4207;3473;2718;2387;1413
02/03/2024;sábado;LINEA 2;135;578;707;794;670;782;873;1118;1585;1369;1339;1272;1180;1263;1156;833;607;523;202
03/03/2024;domingo;LINEA 1;220;1490;1656;1270;1220;2444;2830;2494;2676;2840;2910;1660;2772;2827;2858;2475;2457;1709;272
03/03/2024;domingo;LINEA 2;20;241;186;290;194;302;484;440;516;622;477;432;468;493;484;499;327;210;25
04/03/2024;lunes;LINEA 1;3101;8772;10703;9629;6322;5538;4558;5131;5319;5146;5745;6061;8295;10986;7575;4700;3344;2556;1300
04/03/2024;lunes;LINEA 2;196;917;1074;1134;937;1067;1043;1248;1223;1129;1346;1591;2086;2245;1795;1167;872;540;222
05/03/2024;martes;LINEA 1;3107;9514;11106;10498;6573;5688;4772;5146;5363;5227;5479;6182;8810;10951;7669;4882;3498;2814;1382
05/03/2024;martes;LINEA 2;210;1011;1072;1167;950;998;1100;1300;1293;1161;1260;1496;1953;2178;1853;1242;998;615;227
06/03/2024;miércoles;LINEA 1;3030;8969;11111;9979;6322;5650;4430;4917;5401;5080;5245;5892;8411;10913;7649;4911;3507;2062;1400
06/03/2024;miércoles;LINEA 2;202;953;1135;1228;952;619;;149;1079;991;1187;1367;1928;2240;1812;1227;972;563;219
07/03/2024;jueves;LINEA 1;3117;9356;10790;9919;6364;5750;3496;4020;5190;5120;5393;6206;8343;10810;7764;4962;3729;2897;1434
07/03/2024;jueves;LINEA 2;215;987;1075;1148;907;1037;971;1127;1193;876;682;1395;1802;1980;1801;1285;987;549;226
08/03/2024;viernes;LINEA 1;3042;8753;10658;9588;6135;5527;4461;4976;5100;5279;5777;6439;5898;7434;6995;5154;3648;2909;1726
08/03/2024;viernes;LINEA 2;205;928;1075;1125;873;947;959;1152;1153;1144;1283;889;18;500;1019;979;816;595;218
09/03/2024;sábado;LINEA 1;2214;5168;6254;7030;4842;4362;4036;4701;6308;6463;6973;5596;4766;4571;3931;3481;2867;2238;1206
09/03/2024;sábado;LINEA 2;140;562;674;810;679;759;825;1064;1524;1336;1532;1364;1142;1175;1046;801;607;500;218
10/03/2024;domingo;LINEA 1;497;1628;1994;2085;2007;2323;2551;2435;2694;2733;2905;2566;2698;2551;2779;2458;2323;1668;211
10/03/2024;domingo;LINEA 2;23;220;218;293;208;373;533;429;520;666;467;385;476;487;451;478;282;194;29
11/03/2024;lunes;LINEA 1;3064;8779;10721;9723;5739;5369;4209;4959;5160;4814;5406;5974;8232;10899;7626;4536;3233;2559;1179
11/03/2024;lunes;LINEA 2;204;894;1056;1098;916;1021;1002;1157;1226;1084;1260;1466;2037;2080;1840;1150;842;518;186
12/03/2024;martes;LINEA 1;3152;9210;11149;10277;6326;5373;4243;4984;5011;4952;5202;5779;8688;10863;7904;4832;3475;2700;1299
12/03/2024;martes;LINEA 2;186;1001;1092;1173;961;964;1064;1205;1195;1103;1203;1423;1977;2202;1940;1230;1015;582;226
13/03/2024;miércoles;LINEA 1;3074;9099;11131;10036;6168;5475;4257;4893;5083;5067;5401;5875;8624;10894;7679;4718;3499;2680;1359
13/03/2024;miércoles;LINEA 2;235;959;1039;1169;952;941;999;1060;1253;989;1201;1424;1960;2019;1810;1242;906;582;226
14/03/2024;jueves;LINEA 1;3061;9333;10978;10035;6131;5303;4398;4969;5044;4921;5305;5834;8423;10873;7903;4993;3584;2775;1479
14/03/2024;jueves;LINEA 2;214;926;1100;1153;896;967;963;1065;1160;1059;1139;1370;1897;2058;1963;1217;1049;544;239
15/03/2024;viernes;LINEA 1;3003;8775;10358;10036;6100;5367;4335;4953;5140;4949;5538;5926;7904;8787;7026;4889;3538;2965;1688
15/03/2024;viernes;LINEA 2;203;941;1024;1139;882;890;974;1091;1177;1020;1207;1391;1959;1927;1590;1258;893;632;272
16/03/2024;sábado;LINEA 1;2143;5297;6327;7441;4976;4464;4212;4893;6420;6726;6218;5341;4966;4525;4199;3397;2740;2511;1386
16/03/2024;sábado;LINEA 2;140;622;677;858;634;777;895;966;1416;1428;1281;1274;1229;1179;1063;861;631;470;248
17/03/2024;domingo;LINEA 1;521;1604;1963;2156;2009;2489;2632;2462;2659;2869;2740;2679;2823;2679;2880;2449;2372;1697;223
17/03/2024;domingo;LINEA 2;8;233;226;290;215;330;495;390;529;605;476;469;489;482;507;477;354;196;25
18/03/2024;lunes;LINEA 1;3020;8637;10729;9806;6029;5267;4405;4876;5150;5007;5347;5954;8240;10518;7692;4760;3301;2487;1280
18/03/2024;lunes;LINEA 2;218;946;1027;1093;932;978;1040;1162;1158;1073;1178;1425;2062;2241;1725;1264;868;503;193
19/03/2024;martes;LINEA 1;3019;9167;11097;10144;6298;5407;4409;5066;5198;4954;5458;5786;8587;10991;7957;4747;3411;2746;1351
19/03/2024;martes;LINEA 2;187;955;1088;1140;968;1001;1047;1236;1249;1160;1262;1453;1972;2202;1946;1244;1003;565;192
20/03/2024;miércoles;LINEA 1;3003;8919;10879;10050;6307;5350;4421;4957;5032;5088;5302;5865;8610;10197;8219;5100;3541;2632;1441
20/03/2024;miércoles;LINEA 2;205;963;1025;1111;930;968;998;1145;1240;1059;1195;1484;1856;2174;1723;1279;1009;519;214
21/03/2024;jueves;LINEA 1;3099;8955;10977;9831;6350;5540;4521;4889;5172;4846;5348;6054;8269;10927;7895;5148;3666;2763;1506
21/03/2024;jueves;LINEA 2;222;952;1064;1072;947;924;1078;1145;1196;1074;1125;1452;1883;2163;1831;1292;944;527;224
22/03/2024;viernes;LINEA 1;3060;8528;10927;9485;6160;5461;4588;5101;5192;5176;5698;6334;8498;9352;7373;4884;3464;2942;1790
22/03/2024;viernes;LINEA 2;219;916;1064;1192;960;1051;991;1186;1160;1094;1307;1608;2049;1969;1705;1275;811;601;283
23/03/2024;sábado;LINEA 1;2176;5217;6243;6901;4858;4336;4100;4645;6124;6093;5737;4996;4587;4440;3927;3160;2540;2207;1240
23/03/2024;sábado;LINEA 2;142;608;654;775;694;794;908;1052;1482;1345;1147;1122;1103;1137;1058;791;555;406;181
24/03/2024;domingo;LINEA 1;519;1632;1993;2055;1828;2374;2596;2050;2307;2451;2640;2517;2615;2542;2073;1896;1949;1541;175
24/03/2024;domingo;LINEA 2;12;200;219;287;217;301;536;399;502;513;444;435;462;421;321;391;272;173;20
25/03/2024;lunes;LINEA 1;686;2053;2285;2047;1623;1880;2030;1798;2055;2214;2626;2519;2710;2674;2439;2020;1951;1431;196
25/03/2024;lunes;LINEA 2;18;256;261;257;187;316;293;298;282;315;335;385;387;412;386;422;297;181;21
26/03/2024;martes;LINEA 1;2291;5540;7701;6681;4997;4538;4067;3948;3921;3795;4579;4620;5922;7299;5513;3646;2311;1963;1106
26/03/2024;martes;LINEA 2;148;574;861;855;773;940;980;1087;1008;970;1175;1289;1497;1664;1466;969;632;360;145
27/03/2024;miércoles;LINEA 1;2154;5204;7162;6404;4723;4294;3901;3933;4017;4081;4718;5144;5842;6550;4972;3770;2747;2188;1160
27/03/2024;miércoles;LINEA 2;152;601;749;818;755;915;911;1007;1002;1025;1199;1421;1485;1554;1437;1007;723;449;203
28/03/2024;jueves;LINEA 1;538;1770;1968;1878;1631;2038;2156;2040;2124;2111;2313;2300;2375;2341;2317;1861;1690;1343;176
28/03/2024;jueves;LINEA 2;18;263;236;248;174;318;310;325;310;327;323;336;346;403;394;404;300;226;32
29/03/2024;viernes;LINEA 1;424;1241;1230;1254;1224;1511;1556;1467;1568;1596;1813;1664;1830;1922;2054;1672;1330;1136;173
29/03/2024;viernes;LINEA 2;19;168;168;192;157;178;171;317;327;273;238;276;366;403;361;275;208;161;26
30/03/2024;sábado;LINEA 1;1154;2478;2991;3636;3202;3194;3169;3330;3430;3475;3587;3595;3335;3381;3053;2492;2049;1779;914
30/03/2024;sábado;LINEA 2;98;298;377;490;466;574;641;742;844;853;763;764;767;781;842;588;504;382;164
31/03/2024;domingo;LINEA 1;409;1354;1407;1557;1604;1911;2252;1937;1902;2104;2398;2154;2426;2446;2280;1900;1913;1428;173
31/03/2024;domingo;LINEA 2;8;184;183;246;197;268;544;335;406;505;373;398;459;433;367;384;266;153;17
01/04/2024;lunes;LINEA 1;3052;8461;10530;9282;5973;5323;4451;4941;5019;4899;5659;5871;8179;10284;7263;4296;3067;2466;1225
01/04/2024;lunes;LINEA 2;207;867;1014;1115;944;945;1137;1204;1318;1134;1270;1404;2078;2077;1959;1198;854;468;191
02/04/2024;martes;LINEA 1;3074;9076;10776;9888;6297;5548;4337;4909;5249;4999;5468;6054;8151;11430;7804;4856;3388;2645;1301
02/04/2024;martes;LINEA 2;197;980;1023;1150;951;1004;1149;1269;1212;1098;1260;1552;1990;2148;2012;1191;1157;587;212
03/04/2024;miércoles;LINEA 1;3015;8946;10870;10021;6134;5528;4499;4854;5129;5294;5635;5821;8541;10844;7543;4732;3360;2640;1195
03/04/2024;miércoles;LINEA 2;196;968;1026;1118;900;909;935;1135;1175;1061;1284;1430;1956;2225;1785;1173;921;547;184
04/04/2024;jueves;LINEA 1;3064;8876;10757;9794;6161;5323;4473;4916;5151;5100;5113;5737;8789;10471;8239;4949;3374;2666;1301
04/04/2024;jueves;LINEA 2;207;970;1035;1145;880;955;1061;1124;1240;1138;1157;1305;2028;2203;1813;1238;878;560;224
05/04/2024;viernes;LINEA 1;2948;8614;10635;9644;6130;5528;4656;4895;5307;5205;5822;6609;8572;9762;7738;5055;3586;2887;1704
05/04/2024;viernes;LINEA 2;182;945;1031;1115;871;904;1010;1097;1199;1077;1377;1514;1929;2108;1989;1312;823;629;299
06/04/2024;sábado;LINEA 1;2138;5116;6263;7104;4727;4453;4081;4776;6583;6499;5677;4828;4993;4459;4048;3355;2574;2325;1263
06/04/2024;sábado;LINEA 2;125;616;731;809;683;751;770;1059;1410;1475;1213;1218;1180;1120;1055;842;602;510;249
07/04/2024;domingo;LINEA 1;489;1643;1965;2050;1807;2375;2454;2416;2327;2755;2815;2512;2630;2910;2733;2206;2173;1557;230
07/04/2024;domingo;LINEA 2;9;199;218;278;221;344;511;401;469;585;458;410;476;505;430;466;331;249;25
08/04/2024;lunes;LINEA 1;3091;8365;10274;9676;6331;5249;4283;4431;4788;4733;5156;5835;8248;10321;7282;4504;2990;2279;1181
08/04/2024;lunes;LINEA 2;212;892;1074;1098;917;944;1062;1089;1190;1121;1223;1497;1965;2147;1800;1127;809;532;182
09/04/2024;martes;LINEA 1;3033;8900;11003;9832;6023;5688;4384;4748;5072;4838;5231;5630;8482;10591;7686;4598;3394;2565;1286
09/04/2024;martes;LINEA 2;209;948;1098;1136;921;971;390;;31;1107;1131;1458;1812;2279;1857;1191;1052;634;189
10/04/2024;miércoles;LINEA 1;3013;8852;10829;9830;6035;5389;4160;4064;3884;5008;5032;5875;8394;10224;7925;4746;3355;2598;1354
10/04/2024;miércoles;LINEA 2;208;914;1051;1129;869;934;1027;1058;1141;987;1190;1421;1894;2227;1856;1229;914;554;216
11/04/2024;jueves;LINEA 1;3087;8817;10930;9465;6214;5423;4373;4454;4913;4901;5239;5684;8267;10581;7459;4700;3271;2661;1411
11/04/2024;jueves;LINEA 2;197;956;1112;1162;912;946;1008;1094;1139;1036;1226;1403;1904;2046;1885;1210;992;522;219
12/04/2024;viernes;LINEA 1;3031;8274;10727;9327;6167;5223;4225;4476;4807;4928;5363;6335;8456;9377;7245;4693;3266;2724;1684
