Día;dia/semana;Línea de servicio;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00
15/02/2023;miércoles;LINEA 2;236;574;408;266;160;121;114;161;97;89;66;74;71;94;57;39;36;13;4
15/02/2023;miércoles;LINEA 2;1539;2523;2283;2071;1294;916;697;843;852;629;488;505;713;653;431;314;294;122;45
15/02/2023;miércoles;LINEA 2;2447;2817;2755;1977;1719;1432;1076;1151;1465;1023;816;816;1118;1079;819;577;506;327;107
15/02/2023;miércoles;LINEA 2;;;;;87;228;92;128;182;162;154;141;135;118;;;;;
15/02/2023;miércoles;LINEA 2;378;962;903;569;403;265;247;264;430;289;326;475;592;947;1056;854;499;350;325
15/02/2023;miércoles;LINEA 2;256;1601;1581;1809;1025;1217;845;1091;1059;1153;961;1141;1210;1614;1230;1036;843;940;302
15/02/2023;miércoles;LINEA 2;1339;3266;3145;2098;1179;874;759;1232;1298;839;683;684;858;1411;778;498;532;471;109
15/02/2023;miércoles;LINEA 2;1394;4740;4695;4669;2851;2492;1712;2214;3170;2439;2650;3099;4129;5225;4946;3345;2580;2113;1228
16/02/2023;jueves;LINEA 2;3083;9316;9924;10661;6790;5995;4727;5226;5444;5523;5874;6578;8995;11946;8286;5751;4063;2763;1474
16/02/2023;jueves;LINEA 2;183;926;1191;1150;984;1014;1118;1159;1282;1119;1222;1477;2119;2250;1864;1370;1076;554;215
16/02/2023;jueves;LINEA 2;15877;48510;60982;53168;32713;29308;25067;26608;30345;29491;34453;37695;60341;83045;59019;35805;23954;17915;9719
16/02/2023;jueves;LINEA 2;3059;8310;9246;8649;5642;4857;4095;4562;5311;4591;4822;5590;7822;11497;7584;5269;4020;2736;4509
16/02/2023;jueves;LINEA 2;227;551;417;277;173;110;123;150;127;101;70;57;84;83;30;50;48;18;2
16/02/2023;jueves;LINEA 2;1515;2562;2191;2064;1377;970;769;801;867;714;557;573;801;666;479;330;233;137;41
16/02/2023;jueves;LINEA 2;2423;2826;2679;2184;1644;1422;1096;1265;1147;1038;874;872;1024;1177;768;545;527;286;79
16/02/2023;jueves;LINEA 2;;;;;;106;81;139;116;159;161;158;92;135;;;;;
16/02/2023;jueves;LINEA 2;373;943;871;669;392;269;271;345;413;277;343;484;706;779;1131;867;549;331;327
16/02/2023;jueves;LINEA 2;226;1581;1507;1954;1063;1303;846;1060;1056;1033;924;1295;1407;1694;1205;1054;863;900;315
16/02/2023;jueves;LINEA 2;1340;3212;3180;2148;1249;864;755;1405;1402;822;673;716;819;1531;829;489;568;474;129
16/02/2023;jueves;LINEA 2;1422;4781;4911;4700;3180;2703;2351;2866;3295;2688;2886;3283;4374;5712;5278;3778;2768;2130;1359
17/02/2023;viernes;LINEA 2;3009;8978;11143;10697;6603;5792;4941;5338;5694;5669;5978;7208;8957;11122;8206;5327;3811;3079;1172
17/02/2023;viernes;LINEA 2;172;816;1137;1119;920;1035;1043;1224;1219;1148;1256;1631;2119;2103;1872;1220;901;687;221
17/02/2023;viernes;LINEA 2;15831;47326;60953;51842;32499;28854;25058;26796;30830;30087;36428;43772;60683;78060;55807;33988;22888;19964;11576
17/02/2023;viernes;LINEA 2;3101;8072;9253;8422;5603;4855;4292;4557;5545;4963;5250;6126;7882;10564;7376;4680;3746;2905;1730
17/02/2023;viernes;LINEA 2;221;563;454;276;202;121;123;137;126;95;63;42;95;80;58;43;35;22;5
17/02/2023;viernes;LINEA 2;1444;2562;2356;2049;1335;898;796;802;909;732;617;643;720;685;447;375;301;193;70
17/02/2023;viernes;LINEA 2;2315;2911;2711;2204;1618;1374;1104;1222;1462;1165;970;1096;1119;1136;815;632;611;311;146
17/02/2023;viernes;LINEA 2;;;;;;124;95;178;210;180;171;172;139;135;;;;;
17/02/2023;viernes;LINEA 2;361;913;857;658;424;280;306;282;484;318;346;506;679;890;1008;856;424;399;337
17/02/2023;viernes;LINEA 2;244;1596;1389;1808;1095;1205;850;1106;1043;1017;910;1068;1320;1546;1066;829;705;803;343
17/02/2023;viernes;LINEA 2;1236;3201;3129;2122;1174;917;763;1254;1238;761;677;700;860;1429;656;522;665;467;170
17/02/2023;viernes;LINEA 2;1374;4498;4820;4700;3030;2733;2404;2740;3297;2786;2890;3634;4421;5463;4881;3464;2559;2351;1431
18/02/2023;sábado;LINEA 2;2307;5193;6543;7374;5227;4575;4201;4901;6496;6611;6437;5483;5042;4851;4646;3685;3009;1895;968
18/02/2023;sábado;LINEA 2;133;512;700;814;722;749;903;1048;1448;1339;1334;1290;1210;1169;1141;899;616;345;165
18/02/2023;sábado;LINEA 2;12200;28490;34989;35098;24824;23018;22478;27011;41286;43951;44908;36520;34733;32024;29606;23787;17673;16413;9814
18/02/2023;sábado;LINEA 2;2279;4940;5469;5463;4302;4097;4067;4487;6438;6647;6137;5599;5229;4805;6923;4281;2982;2315;1396
18/02/2023;sábado;LINEA 2;165;384;302;242;151;154;120;117;110;95;103;92;121;76;61;74;57;47;26
18/02/2023;sábado;LINEA 2;1009;1745;1894;1692;1234;992;854;844;941;811;723;666;687;621;652;612;489;402;131
18/02/2023;sábado;LINEA 2;1994;2657;2535;2206;1525;1356;1258;1232;1367;1224;1122;1157;1237;1273;915;813;750;552;266
18/02/2023;sábado;LINEA 2;;;;;;270;289;372;313;359;338;311;325;348;2;;;;
18/02/2023;sábado;LINEA 2;258;591;646;524;369;326;302;324;491;551;683;608;579;485;586;517;460;331;303
18/02/2023;sábado;LINEA 2;185;785;898;1228;714;815;676;765;1004;853;746;706;605;645;635;490;464;461;254
18/02/2023;sábado;LINEA 2;942;1893;1943;1725;1052;828;825;854;1033;727;785;810;785;774;645;559;563;340;244
18/02/2023;sábado;LINEA 2;1021;2728;3345;3733;2505;2236;2289;2618;3523;3522;3569;3370;3118;3002;2826;2402;2097;1811;1219
19/02/2023;domingo;LINEA 2;479;1586;1963;2210;2129;2548;2914;2597;2840;2782;3182;3018;2838;2806;2783;2646;2056;1073;127
19/02/2023;domingo;LINEA 2;21;191;218;306;240;305;530;451;485;603;487;497;457;463;467;388;295;164;19
19/02/2023;domingo;LINEA 2;3629;9776;11808;10807;11119;12192;13815;14100;15503;16681;18539;18521;19793;18233;19170;16644;15684;10973;807
19/02/2023;domingo;LINEA 2;684;1615;1889;1845;2045;2399;2591;2617;2951;3174;3383;3326;2556;3408;2831;2419;1875;1407;139
19/02/2023;domingo;LINEA 2;;;;;;125;121;92;90;97;84;88;94;88;56;81;51;24;1
19/02/2023;domingo;LINEA 2;;;;;6;968;831;667;646;679;680;660;204;701;596;627;417;188;14
19/02/2023;domingo;LINEA 2;;;;;628;1212;1117;1018;1091;1284;1302;1545;967;1169;1281;931;709;350;9
19/02/2023;domingo;LINEA 2;;;;;158;395;406;671;659;577;559;673;166;730;6;;;;
19/02/2023;domingo;LINEA 2;;;;;9;321;307;284;347;369;345;410;400;366;439;398;379;270;116
19/02/2023;domingo;LINEA 2;22;290;285;260;284;320;387;384;334;371;383;352;313;444;373;371;373;308;39
19/02/2023;domingo;LINEA 2;;;;2;109;793;630;648;703;682;671;819;590;335;570;585;498;286;12
19/02/2023;domingo;LINEA 2;151;753;941;999;1051;1371;1588;1530;1725;1777;1895;1950;2049;1875;1896;1825;1714;1285;257
20/02/2023;lunes;LINEA 2;1347;5375;6809;7239;4422;3874;3124;3731;3678;3777;4098;4789;6820;7293;6296;3752;2396;1758;751
20/02/2023;lunes;LINEA 2;255;1089;1411;1455;936;1009;918;1068;1084;1009;995;1379;1772;1737;1761;1061;704;418;149
20/02/2023;lunes;LINEA 2;17050;48849;62351;53633;33268;28620;25829;26671;30866;28844;34977;39148;59565;77162;60699;33887;20941;16075;8265
20/02/2023;lunes;LINEA 2;3299;8080;9017;8237;5329;4874;4337;4552;5136;4781;4788;5767;8331;9568;8258;4326;3066;2262;1027
20/02/2023;lunes;LINEA 2;257;623;428;290;184;139;119;137;106;99;64;84;85;65;32;34;36;15;2
20/02/2023;lunes;LINEA 2;1487;2565;2380;2093;1350;1033;807;860;869;631;536;630;155;349;383;345;261;141;24
20/02/2023;lunes;LINEA 2;2410;2808;2647;2339;1591;1364;1061;1188;1470;1014;810;857;880;519;767;508;510;267;71
20/02/2023;lunes;LINEA 2;;;;;;;;;4;1;5;;;;;;;;
20/02/2023;lunes;LINEA 2;370;929;865;641;392;324;251;351;481;316;378;462;709;666;966;959;486;371;237
20/02/2023;lunes;LINEA 2;267;1390;1403;1681;977;1048;783;849;1010;953;835;1022;1243;1236;923;1167;745;858;296
20/02/2023;lunes;LINEA 2;1419;3201;3162;2154;1334;871;808;1301;1257;757;671;825;774;907;860;387;553;393;84
20/02/2023;lunes;LINEA 2;1440;4273;4712;4487;2943;2589;2182;2585;3260;2644;2679;3138;4796;5260;5255;3587;2499;1912;1101
21/02/2023;martes;LINEA 2;1412;5614;7342;7642;4661;4061;3095;3761;3762;3634;3964;4684;6731;8730;5657;3436;2556;1993;854
21/02/2023;martes;LINEA 2;266;1283;1431;1511;1052;1017;1004;1028;1081;1020;1049;1169;1684;1881;1614;926;753;426;153
21/02/2023;martes;LINEA 2;16713;50577;64527;54520;33704;30036;25354;26962;30962;29624;35594;39025;63091;84041;58191;31836;22260;17709;8811
21/02/2023;martes;LINEA 2;3185;8378;9225;8798;5698;5188;4135;4546;5374;5037;4836;5548;8227;10950;7487;4230;3780;2688;1117
21/02/2023;martes;LINEA 2;244;595;430;312;170;134;107;147;117;82;54;96;57;48;45;34;28;13;7
21/02/2023;martes;LINEA 2;1509;2491;2380;2228;1389;976;854;843;907;746;468;561;734;585;353;287;261;118;30
21/02/2023;martes;LINEA 2;2412;2835;2739;2323;1712;1341;1129;1271;1512;1066;814;820;1154;1142;676;510;513;274;109
21/02/2023;martes;LINEA 2;;;;;2;144;168;173;210;191;130;190;204;157;;;;;
21/02/2023;martes;LINEA 2;344;958;887;667;421;319;289;341;426;293;379;449;664;858;1118;970;505;335;293
21/02/2023;martes;LINEA 2;267;1684;1545;1977;961;1228;707;1008;995;1116;919;1223;1518;1773;1229;1144;778;852;339
21/02/2023;martes;LINEA 2;1382;3283;3184;2265;1285;933;814;1357;1288;800;688;781;918;1393;680;387;569;548;119
21/02/2023;martes;LINEA 2;1473;4833;5012;4855;3096;2676;2354;2927;3381;3012;2949;3218;4493;5922;5062;3506;2564;2166;1028
22/02/2023;miércoles;LINEA 2;1296;4875;6698;6633;4169;3498;2842;3207;3182;3421;3671;4814;7204;8024;5763;3661;2652;2169;1067
22/02/2023;miércoles;LINEA 2;296;1251;1495;1288;952;842;851;781;864;820;910;1065;1447;1702;1248;825;687;439;126
22/02/2023;miércoles;LINEA 2;17198;48066;60155;48065;30194;25927;23171;24344;27874;27944;34619;40451;59252;65724;43137;25274;17827;14828;8187
22/02/2023;miércoles;LINEA 2;3148;8047;9257;7910;5303;4620;4191;4192;5129;4817;5032;5700;7718;8788;5832;3388;2773;2171;1186
22/02/2023;miércoles;LINEA 2;245;576;416;250;163;124;106;191;119;73;66;59;73;47;46;34;33;10;7
22/02/2023;miércoles;LINEA 2;1520;2457;2398;2231;1436;972;838;821;895;707;561;535;667;618;427;320;269;120;24
22/02/2023;miércoles;LINEA 2;2452;2804;2677;2190;1717;1324;1082;1109;1339;1039;858;873;1200;982;616;512;520;272;102
22/02/2023;miércoles;LINEA 2;;;;;;160;122;145;200;195;205;118;187;130;;;;;
22/02/2023;miércoles;LINEA 2;342;907;921;660;386;299;265;308;401;335;298;603;774;990;1044;630;473;292;287
22/02/2023;miércoles;LINEA 2;91;299;643;762;439;362;289;328;366;315;328;392;551;719;738;576;536;509;196
22/02/2023;miércoles;LINEA 2;1487;3192;3111;2139;1286;929;830;1148;1233;726;639;732;923;1152;648;417;553;336;112
22/02/2023;miércoles;LINEA 2;1411;4320;4719;4218;2634;2409;2068;2353;2749;2430;2540;3238;4517;4970;4134;2548;2062;1655;960
23/02/2023;jueves;LINEA 2;2774;8447;10484;9927;6248;5662;4449;4530;5235;5116;5505;6211;8561;10928;8042;5093;3430;2693;1408
23/02/2023;jueves;LINEA 2;184;906;1165;1190;975;987;1053;1187;1169;1103;1262;1450;1940;2232;1984;1180;941;546;194
23/02/2023;jueves;LINEA 2;16783;49213;62531;54825;33554;29479;24917;25775;30232;29040;34779;37037;61310;82041;58276;32829;22343;18057;9504
23/02/2023;jueves;LINEA 2;3440;8497;9669;8815;5502;5026;4125;4366;5338;4551;4922;5445;7818;11233;7520;4513;3870;3062;1376
23/02/2023;jueves;LINEA 2;248;597;429;285;148;149;94;148;130;75;80;70;60;53;46;32;34;21;2
23/02/2023;jueves;LINEA 2;995;2505;2394;2214;1368;973;793;745;875;645;557;520;640;332;450;304;302;150;52
23/02/2023;jueves;LINEA 2;2477;2867;2740;2329;1683;1400;1034;1124;1442;1094;788;946;1101;1102;749;493;539;258;95
23/02/2023;jueves;LINEA 2;;;;;;64;82;157;215;190;175;177;148;105;;;;;
23/02/2023;jueves;LINEA 2;367;933;981;637;421;297;273;326;420;311;354;502;657;865;1165;872;456;382;315
23/02/2023;jueves;LINEA 2;238;1687;1455;2101;941;1272;807;1059;1018;1016;901;1065;1430;1658;1392;1081;768;744;391
23/02/2023;jueves;LINEA 2;1390;3319;3405;2450;1329;937;709;747;1057;704;612;567;795;817;585;408;419;210;133
23/02/2023;jueves;LINEA 2;1476;4759;4930;4979;3141;2915;2338;2737;3264;2748;3005;3327;4456;5657;5044;3459;2625;2105;1230
24/02/2023;viernes;LINEA 2;2948;8502;10574;10097;6426;5489;4552;4712;5381;5257;5844;6590;8641;10551;7974;5195;3618;2438;1241
24/02/2023;viernes;LINEA 2;161;897;1095;1100;996;999;1014;1156;1188;1005;1242;1491;1925;2128;1906;1185;883;579;215
24/02/2023;viernes;LINEA 2;16225;48466;61557;53378;32693;28396;25368;26156;30712;29863;36840;41457;62307;77678;56594;34803;23450;20437;12129
24/02/2023;viernes;LINEA 2;3278;8057;9339;8610;5435;4959;4255;4205;5322;4978;5191;5832;7843;10355;7555;4862;3707;2841;1739
24/02/2023;viernes;LINEA 2;237;576;408;306;213;127;97;145;116;77;70;74;79;63;48;49;47;11;4
24/02/2023;viernes;LINEA 2;1473;2500;2326;2115;1335;988;746;757;937;727;584;628;714;673;503;422;305;146;60
24/02/2023;viernes;LINEA 2;2439;2653;2697;2391;1730;1389;1117;1130;1394;1149;978;930;1173;1237;934;604;602;349;145
24/02/2023;viernes;LINEA 2;;;;;4;95;136;168;192;195;162;224;201;195;6;;;;
24/02/2023;viernes;LINEA 2;369;918;941;657;375;340;258;286;402;266;389;509;685;931;996;830;447;401;364
24/02/2023;viernes;LINEA 2;239;1628;1342;1758;1150;1197;849;1020;1097;1001;914;1171;1323;1470;1212;995;649;767;430
24/02/2023;viernes;LINEA 2;1372;3277;3154;2246;1238;902;792;772;1014;780;640;742;782;825;686;462;475;291;142
24/02/2023;viernes;LINEA 2;1463;4606;4774;4649;2964;2755;2293;2770;3111;2659;2892;3576;4298;5412;4977;2697;2577;2402;1343
25/02/2023;sábado;LINEA 2;2166;5153;6435;7369;5274;4603;4258;4621;6494;6715;6477;5634;5169;4851;4249;3694;2826;2385;1327
25/02/2023;sábado;LINEA 2;129;552;692;802;697;734;910;1147;1447;1259;1143;1227;1195;1165;1022;807;542;442;213
25/02/2023;sábado;LINEA 2;12257;28956;36434;36402;25286;23268;22575;26331;42805;44221;44289;36693;36117;32534;29459;23250;16905;15729;9495
25/02/2023;sábado;LINEA 2;2341;5106;5626;5979;4266;3988;3887;4366;6151;6549;6299;5319;5177;4949;4341;3364;2632;2036;1361
25/02/2023;sábado;LINEA 2;166;412;316;238;169;142;138;119;108;109;99;100;101;74;84;72;38;46;19
25/02/2023;sábado;LINEA 2;1065;1809;1945;1757;1217;939;845;834;970;786;723;643;633;622;585;535;477;341;159
25/02/2023;sábado;LINEA 2;2049;2672;2640;2266;1536;1348;1253;1215;1361;1222;1061;1102;1236;1135;993;822;738;508;242
25/02/2023;sábado;LINEA 2;;;;;;230;192;265;224;262;261;349;297;366;9;;;;
25/02/2023;sábado;LINEA 2;263;649;706;535;389;318;306;344;465;652;656;641;692;566;568;500;470;323;347
25/02/2023;sábado;LINEA 2;167;848;895;1258;778;872;640;873;989;861;817;643;659;610;618;505;430;447;249
25/02/2023;sábado;LINEA 2;1013;1980;2096;1750;1067;894;854;892;1064;723;806;786;829;789;648;566;495;407;193
25/02/2023;sábado;LINEA 2;1114;2860;3383;3554;2659;2310;2218;2569;3619;3662;3557;3516;3518;3241;2856;2436;1874;1717;1303
26/02/2023;domingo;LINEA 2;464;1710;1903;2245;2081;2404;2769;2524;2597;2937;3049;2837;2665;2870;2749;2429;2311;1041;172
26/02/2023;domingo;LINEA 2;15;198;241;240;245;358;519;394;486;623;519;495;494;483;484;414;345;136;11
26/02/2023;domingo;LINEA 2;3530;10288;11940;10820;10933;11701;13823;13252;15155;16457;17896;17328;18861;20028;18795;16196;14978;11000;910
26/02/2023;domingo;LINEA 2;1746;1868;2075;1990;1882;2377;2556;2531;2906;2979;3221;2958;3108;3230;2928;2558;2105;1893;190
26/02/2023;domingo;LINEA 2;;;;;2;124;112;73;71;64;55;72;76;84;86;62;56;16;
26/02/2023;domingo;LINEA 2;;;;;26;973;699;665;684;670;632;696;133;592;648;590;454;248;10
26/02/2023;domingo;LINEA 2;;;;;525;1062;1081;1097;1135;1208;1161;1331;1604;1348;933;914;708;441;14
26/02/2023;domingo;LINEA 2;;;;;188;274;451;494;496;470;412;689;561;375;;;;;
26/02/2023;domingo;LINEA 2;;;;;1;370;291;322;340;373;459;367;440;354;445;453;407;269;122
26/02/2023;domingo;LINEA 2;13;312;304;309;290;310;377;350;365;365;370;374;316;433;430;425;367;292;43
26/02/2023;domingo;LINEA 2;;;;;36;714;704;641;673;607;792;718;755;582;491;576;506;255;8
26/02/2023;domingo;LINEA 2;196;802;1063;996;1023;1406;1520;1455;1598;1740;1897;1784;1921;1885;1981;1906;1593;1214;353
27/02/2023;lunes;LINEA 2;3042;9000;10953;10216;6491;5896;4681;5189;5398;5474;5725;6328;8693;11803;7957;4950;3487;2563;992
27/02/2023;lunes;LINEA 2;158;890;1131;1241;975;1049;1092;1213;1277;1115;1255;1469;2101;2229;1964;1218;920;560;147
27/02/2023;lunes;LINEA 2;17015;48812;62486;51380;32958;28386;25385;26173;30235;28841;34794;37703;60875;83780;55500;31202;21165;16731;8728
27/02/2023;lunes;LINEA 2;3354;8104;9415;8484;5414;4750;4179;4413;5235;4519;4429;5354;7977;11272;7319;5830;3637;2482;1131
27/02/2023;lunes;LINEA 2;253;624;433;302;155;105;116;166;136;89;67;84;83;61;30;31;14;15;2
27/02/2023;lunes;LINEA 2;1462;2475;2395;2104;1237;978;833;872;896;727;549;591;708;680;377;323;228;127;44
27/02/2023;lunes;LINEA 2;2425;2867;2711;2269;1700;1394;1126;1216;1475;1022;779;842;1015;964;676;519;540;239;97
27/02/2023;lunes;LINEA 2;352;922;891;613;383;286;293;336;458;312;329;504;584;877;1082;929;486;275;299
27/02/2023;lunes;LINEA 2;243;1411;1455;1553;928;1041;742;927;918;934;799;1067;1234;1674;1263;1005;734;827;315
27/02/2023;lunes;LINEA 2;1416;3335;3201;2182;1242;888;837;1334;1387;776;657;692;852;1473;681;433;570;588;87
27/02/2023;lunes;LINEA 2;1463;4431;4800;4433;2913;2495;2327;2506;3229;2592;2819;3234;4372;5406;5098;3374;2489;2036;1116
28/02/2023;martes;LINEA 2;2969;9414;11454;10789;6830;6079;4976;4282;5683;5426;5711;6523;8848;11357;8415;5390;4099;2791;1408
28/02/2023;martes;LINEA 2;170;880;1135;1188;1034;1106;842;5;632;1129;1188;1517;2085;2240;1989;1352;1019;595;204
28/02/2023;martes;LINEA 2;16445;50274;63118;53148;34134;30161;26411;28493;31561;29790;34908;38588;59532;80732;60873;35113;24154;19011;9916
28/02/2023;martes;LINEA 2;3132;8650;9534;8749;5728;5044;4426;4702;5200;4774;4793;5631;7566;10690;7935;4743;3801;2843;1335
28/02/2023;martes;LINEA 2;248;614;433;292;145;142;134;125;158;105;57;76;76;63;56;42;32;19;5
28/02/2023;martes;LINEA 2;1485;2507;2421;2163;1374;979;815;784;910;742;572;556;692;630;432;341;301;149;37
28/02/2023;martes;LINEA 2;2471;2806;2699;2285;1835;1589;1384;1263;1316;1091;814;894;1212;1159;747;553;542;305;128
28/02/2023;martes;LINEA 2;;;;;;112;149;183;188;235;162;138;153;207;;;;;
28/02/2023;martes;LINEA 2;355;948;908;641;435;350;300;323;410;320;370;501;643;874;986;929;577;381;305
28/02/2023;martes;LINEA 2;255;1643;1571;1785;1171;1277;828;1101;834;966;942;1210;1381;1566;1503;1222;851;946;316
28/02/2023;martes;LINEA 2;1463;3310;3275;2252;1315;1010;810;1324;1231;792;636;782;902;1520;721;455;623;643;138
28/02/2023;martes;LINEA 2;1427;4819;5101;5012;3077;2925;2207;2145;3313;2925;2811;3207;4258;5378;4822;3617;2792;2119;1265
01/03/2023;miércoles;LINEA 2;3003;9337;11259;10972;6766;6333;4882;5445;5637;5576;5944;6417;8842;11880;8513;5376;3879;3092;1634
01/03/2023;miércoles;LINEA 2;179;873;1123;1154;1036;1083;1145;1232;1235;1153;1330;1570;2101;2388;1981;1446;1055;628;187
01/03/2023;miércoles;LINEA 2;16629;50234;62718;55521;34096;29759;25754;27730;31998;29532;35413;37533;60916;85336;60988;34642;23375;18407;9887
01/03/2023;miércoles;LINEA 2;3152;8416;9477;8832;5459;5045;4114;4640;5266;4907;4962;5134;7660;11339;8185;4680;4242;5550;1689
01/03/2023;miércoles;LINEA 2;232;628;427;271;163;132;123;162;142;81;60;76;87;65;53;39;24;15;3
01/03/2023;miércoles;LINEA 2;1510;2490;2294;2201;1413;974;875;880;891;651;614;528;708;768;451;310;270;130;52
01/03/2023;miércoles;LINEA 2;2393;2797;2706;2316;1714;1350;1126;1245;1454;1142;952;905;1128;1209;846;545;531;323;121
01/03/2023;miércoles;LINEA 2;;;;;;111;97;146;146;183;144;134;164;150;;;;;
01/03/2023;miércoles;LINEA 2;365;850;966;653;430;297;289;331;443;327;350;473;629;909;1034;914;544;339;371
01/03/2023;miércoles;LINEA 2;226;1617;1551;1860;1063;1366;815;1170;956;1069;1059;1114;1360;1640;1293;1060;907;993;320
01/03/2023;miércoles;LINEA 2;1439;3310;3117;2259;1294;949;779;1332;1385;820;625;756;903;1451;675;506;563;587;122
01/03/2023;miércoles;LINEA 2;1390;4798;5092;4811;3264;2896;2387;2893;3520;2844;3020;3416;4428;6000;5424;3645;2771;2547;1354
02/03/2023;jueves;LINEA 2;3055;9194;11295;10630;6804;6148;4808;5296;5586;5440;5800;6289;8760;11534;8608;5398;3894;2855;1503
02/03/2023;jueves;LINEA 2;170;924;1084;1182;977;1072;1116;1304;1303;1104;1296;1502;2126;2321;1935;1280;1002;614;219
02/03/2023;jueves;LINEA 2;16432;49995;63037;53917;32824;30112;25263;27311;30818;29389;35108;37178;59408;82669;59573;34314;23294;18556;10095
02/03/2023;jueves;LINEA 2;3144;8477;9587;8825;5812;5037;4141;4547;5301;4808;4704;5606;7662;11024;8168;4603;3864;2896;1469
02/03/2023;jueves;LINEA 2;223;647;413;300;202;124;122;155;148;76;52;70;91;60;44;36;40;9;2
02/03/2023;jueves;LINEA 2;1471;2540;2395;2144;1440;985;830;798;903;678;545;612;635;720;435;318;274;138;62
02/03/2023;jueves;LINEA 2;2414;2824;2697;2269;1752;1466;1146;1207;1507;1019;873;866;1165;1152;824;534;557;328;109
02/03/2023;jueves;LINEA 2;;;;;;69;126;127;83;134;153;134;100;136;3;;;;
02/03/2023;jueves;LINEA 2;366;939;925;677;429;337;291;366;479;309;346;450;674;859;1097;945;562;342;304
02/03/2023;jueves;LINEA 2;235;1643;1433;1932;1024;1115;922;1140;1020;1010;940;1223;1440;1733;1325;1055;874;893;305
02/03/2023;jueves;LINEA 2;1386;3210;3253;2294;1324;980;719;1365;1416;842;691;692;897;1419;782;485;605;536;137
02/03/2023;jueves;LINEA 2;1399;4830;5064;4949;3248;2807;2390;2951;3549;2852;2827;3348;4245;5553;5323;3601;2746;2098;1327
03/03/2023;viernes;LINEA 2;3018;8911;11067;10466;6810;5825;4926;5404;5609;5542;6174;6593;8710;10824;8196;5053;3964;3030;1854
03/03/2023;viernes;LINEA 2;172;895;1089;1148;1009;1024;1044;1209;1333;1148;1320;1523;2056;2098;1869;1318;970;622;260
03/03/2023;viernes;LINEA 2;16383;48686;61519;53242;33631;29337;25412;27597;31333;30157;37511;40804;60592;78066;56376;35694;23954;20301;11918
03/03/2023;viernes;LINEA 2;3214;8498;9388;8624;5559;5141;4349;4678;5365;4756;5175;5630;7776;10730;7543;4868;3860;3076;1733
03/03/2023;viernes;LINEA 2;238;659;444;287;191;151;106;143;130;92;87;74;85;79;55;35;40;13;3
01/01/2024;lunes;LINEA 1;180;858;886;721;659;820;952;1083;1189;1412;1418;1563;1734;2108;2352;1903;1676;1132;139
01/01/2024;lunes;LINEA 2;1;149;143;74;100;135;116;225;195;163;198;188;277;291;284;212;152;100;9
02/01/2024;martes;LINEA 1;1683;4081;5902;5341;3676;3441;3166;3264;3346;3298;3733;4112;5267;6391;5127;3282;2438;2121;1389
02/01/2024;martes;LINEA 2;97;435;647;653;635;683;754;807;844;799;1036;1014;1427;1558;1271;833;541;320;144
03/01/2024;miércoles;LINEA 1;1923;4847;6821;6228;4336;3979;3640;3609;3632;3620;4172;4375;5634;7326;5574;3743;2721;2270;1414
03/01/2024;miércoles;LINEA 2;112;531;722;767;702;803;803;905;906;887;1044;1251;1568;1668;1333;995;640;386;156
04/01/2024;jueves;LINEA 1;1982;5037;6845;6431;4383;4061;3631;3742;3673;3650;4298;4648;5944;7533;5660;3701;2725;2308;954
04/01/2024;jueves;LINEA 2;128;529;739;827;756;779;798;891;869;887;1070;1143;1531;1697;1356;870;652;324;110
05/01/2024;viernes;LINEA 1;1988;4957;7022;6288;4521;4230;3715;3731;3647;3669;4405;4747;6132;7024;5628;4206;2926;2584;1709
05/01/2024;viernes;LINEA 2;135;520;775;805;716;778;843;857;931;986;1095;1308;703;1694;1443;953;619;419;192
06/01/2024;sábado;LINEA 1;1622;3487;4411;4757;3763;3641;3498;3907;4312;4712;3534;3618;3802;3767;4058;3577;2812;2296;1704
06/01/2024;sábado;LINEA 2;110;384;494;597;525;644;715;833;1085;1024;843;971;810;907;829;710;518;374;186
07/01/2024;domingo;LINEA 1;416;1386;1693;1738;1796;2136;2329;2186;2227;2317;2450;2302;2451;2688;3173;2675;2534;2310;346
07/01/2024;domingo;LINEA 2;7;210;190;250;199;275;468;337;414;468;390;322;415;451;437;419;294;184;17
08/01/2024;lunes;LINEA 1;460;1505;1600;1547;1307;1542;1885;1889;1795;2107;2253;2249;2490;2616;2973;2456;2190;1879;269
08/01/2024;lunes;LINEA 2;8;187;205;175;148;269;283;307;291;277;320;314;348;381;455;391;263;189;20
09/01/2024;martes;LINEA 1;2469;5987;8393;7319;4988;4473;4094;3818;3919;3717;4664;4807;6622;8239;5923;3895;2605;2118;1229
09/01/2024;martes;LINEA 2;131;649;930;939;833;933;950;1009;1028;963;1091;1378;1725;1965;1499;978;651;323;135
10/01/2024;miércoles;LINEA 1;2428;6180;8364;7593;5109;4393;3939;3674;3969;3866;4496;4654;6541;8644;6210;3963;2657;2206;1234
10/01/2024;miércoles;LINEA 2;153;695;916;917;812;885;833;974;986;967;1147;1352;1710;2009;1573;1034;684;404;167
11/01/2024;jueves;LINEA 1;2406;6317;8184;7252;5248;4579;3950;3869;3941;3854;4401;4941;6588;8643;6313;4031;2709;2184;1291
11/01/2024;jueves;LINEA 2;162;705;888;923;729;862;911;935;941;888;1147;1248;1756;1986;1510;1012;621;371;174
